Long_m,Lat_m
-1464587.521,1366045.289
-1620686.985,1391551.737
-1745158.452,2424052.762
-1629869.306,1490516.756
-1738016.647,1330336.261
-1637011.112,1944531.535
-1766583.869,1405835.348
-1710469.683,1375227.61
-1717611.488,1504800.367
-1956351.844,1328295.745
-2061438.41,1458888.761
-1802292.896,1403794.832
-1432959.526,1274222.075
-1961453.133,1386450.447
-1831880.376,1334417.293
-1690064.524,1496638.304
-1814535.991,1586421.002
-1512539.644,1381349.158
-1681902.461,1320133.682
-1901257.915,2394465.282
-1819637.281,1337478.067
-1663537.818,1950653.083
-1570694.346,2006767.269
-1987979.839,1478273.661
-1582937.441,1934328.956
-1509478.87,1453787.471
-1980838.034,1680284.731
-1429898.752,1410936.638
-1721692.52,1290546.202
-1878812.241,1878214.77
-1511519.386,1318093.166
-1925744.106,1375227.61
-2019607.835,1476233.145
-2016547.061,1442564.634
-1913501.011,1368085.805
-1647213.691,1525205.526
-1584977.957,1423179.733
-1365622.502,1374207.352
-1369703.534,1303809.555
-1684963.234,1442564.634
-1631909.822,1476233.145
-1788009.285,1386450.447
-1501316.807,1258918.206
-1568653.83,1306870.329
-1844123.471,1350741.42
-1563552.541,1340538.841
-1572734.862,1521124.494
-1551309.446,1990443.142
-1857386.824,2234284.787
-1798211.865,1330336.261
-1798211.865,1337478.067
-1782907.996,1594583.065
-1849224.761,1430321.538
-1488053.454,2078185.324
-1803313.154,1324214.714
-1845143.729,1359923.741
-1639051.627,1859850.127
-1601302.084,1295647.492
-1972675.971,1411956.896
-1706388.651,1305850.071
-1515600.418,1312991.877
-1417655.657,1372166.836
-1658436.528,1371146.579
-1756381.289,2192454.212
-1804333.412,1375227.61
-1860447.598,2330189.033
-1549268.93,1441544.376
-1649254.207,1480314.177
-1946149.264,1778229.493
-1918602.3,1305850.071
-2024709.125,1469091.34
-1541106.866,1347680.646
-1750259.742,1890457.865
-1618646.469,1351761.678
-1923703.59,1376247.868
-1905338.947,1299728.523
-1950230.296,1424199.991
-1598241.31,1343599.614
-1971655.713,1458888.761
-1750259.742,1462969.792
-1798211.865,1549691.716
-1352359.149,1330336.261
-1714550.714,1321153.94
-1508458.612,1361964.257
-1900237.658,1362984.515
-1922683.332,1743540.723
-1973696.228,1380328.9
-1589058.989,1335437.551
-1818617.023,1491537.014
-2048175.057,1455827.987
-1708429.167,1870052.706
-1949210.038,1335437.551
-1677821.429,1836384.195
-1992060.871,1419098.701
-1367663.018,1304829.813
-1967574.681,1476233.145
-1578856.41,1391551.737
-1619666.727,1324214.714
-1465607.779,1251776.401
-1588038.731,1581319.712
-1912480.753,1329316.003
-1661497.302,1364004.773
-1909419.979,1324214.714
-1649254.207,1328295.745
-1954311.328,1633352.866
-1908399.721,1280343.623
-1703327.877,1385430.19
-1789029.543,1330336.261
-1551309.446,1436443.086
-1813515.733,1381349.158
-1603342.6,1482354.693
-1534985.319,1259938.464
-1579876.668,1658859.315
-1866569.146,1558874.038
-1653335.239,1401754.316
-1460506.49,1230350.984
-1885954.046,1858829.869
-1762502.837,1402774.574
-2029810.415,1685386.021
-1366642.76,1223209.179
-1359500.955,1264019.496
-1353379.407,1208925.568
-1374804.824,1275242.333
-1919622.558,1373187.094
-1995121.645,1385430.19
-1393169.466,1477253.403
-1878812.241,1276262.591
-1647213.691,1349721.162
-1650274.465,2133279.252
-1607423.632,1460929.276
-1583957.699,1390531.479
-1910440.237,1356862.968
-1406432.82,1245654.853
-1776786.448,1973098.757
-1492134.486,1251776.401
-2096127.18,1550711.974
-1477850.875,1537448.621
-1982878.55,1561934.811
-2060418.152,1449706.439
-1619666.727,1992483.658
-1446222.879,1269120.786
-1652314.981,1297688.008
-1928804.88,1321153.94
-1980838.034,1455827.987
-1720672.262,1422159.475
-1775766.19,1508881.399
-1595180.537,1647636.478
-1576815.894,1295647.492
-1604362.858,1309931.103
-1438060.815,1330336.261
-1714550.714,1448686.181
-1912480.753,1305850.071
-1542127.124,1295647.492
-1831880.376,1516023.205
-1680882.203,1597643.839
-1404392.304,1323194.456
-1458465.974,1348700.904
-1917582.042,1560914.553
-1499276.291,1324214.714
-1573755.12,1275242.333
-1922683.332,1326255.23
-1428878.494,1382369.416
-1884933.789,1833323.421
-1830860.118,1913923.797
-1767604.127,1456848.245
-1859427.34,1449706.439
-1481931.906,1516023.205
-1735976.131,1829242.389
-1638031.37,1291566.46
-1576815.894,1326255.23
-1721692.52,1624170.545
-1722712.778,1694568.342
-1532944.803,1290546.202
-1544167.64,1304829.813
-1973696.228,2379161.413
-1796171.349,1316052.65
-1580896.925,1288505.686
-1645173.175,1304829.813
-1711489.94,1338498.325
-2029810.415,1456848.245
-1449283.653,1236472.532
-1472749.585,1314012.134
-1587018.473,1273201.817
-1699246.845,1365025.031
-1471729.327,1246675.111
-1900237.658,1358903.483
-1664558.076,1303809.555
-2013486.288,1467050.824
-1916561.784,1338498.325
-1442141.847,1478273.661
-1805353.67,1318093.166
-1999202.677,1463990.05
-1725773.552,1364004.773
-1420716.431,1421139.217
-1572734.862,1882295.801
-1722712.778,1417058.185
-1861467.856,1386450.447
-1368683.276,1311971.619
-1653335.239,1395632.769
-1725773.552,1310951.361
-1918602.3,1509901.657
-1894116.11,1284424.655
-1431939.268,2139400.8
-2058377.637,2094509.451
-1772705.416,1324214.714
-1472749.585,1272181.559
-1366642.76,1262999.238
-1653335.239,1618048.998
-1919622.558,1345640.13
-1630889.564,2145522.347
-1623747.759,1319113.424
-1517640.934,1252796.659
-1849224.761,1572137.391
-2016547.061,1407875.864
-1748219.226,1370126.321
-1736996.389,1410936.638
-1740057.163,1465010.308
-1757401.547,1453787.471
-1808414.444,1356862.968
-1610484.405,1499699.078
-1702307.619,1663960.604
-1582937.441,1284424.655
-1655375.754,1997584.947
-1983898.808,1338498.325
-1839022.182,1633352.866
-1712510.198,1376247.868
-1913501.011,1352781.936
-1652314.981,1455827.987
-1538046.092,1322174.198
-1458465.974,1280343.623
-1702307.619,1513982.689
-1594160.279,1297688.008
-1488053.454,1362984.515
-1545187.898,1602745.129
-1873710.951,1425220.249
-1881873.015,1492557.272
-1731895.099,1413997.412
-1476830.617,2003706.495
-1822698.055,2403647.603
-1560491.767,1317072.908
-1990020.355,1367065.547
-1416635.399,1533367.589
-1688024.008,1471131.856
-2054296.605,1452767.213
-1760462.321,1437463.344
-1533965.061,1269120.786
-1490093.97,1248715.627
-1684963.234,1416037.927
-1907379.463,1271161.301
-1973696.228,1554793.006
-1858407.082,1468071.082
-1909419.979,1330336.261
-1643132.659,1833323.421
-1879832.499,1649676.993
-2010425.514,1429301.281
-1557430.993,1310951.361
-2045114.284,1489496.498
-1786989.027,1387470.705
-1783928.254,2060840.939
-1977777.26,1386450.447
-1406432.82,1261978.98
-1919622.558,1307890.587
-1617626.211,1606826.16
-1903298.431,1344619.872
-1689044.266,1612947.708
-1770664.9,1373187.094
-1693125.298,2611780.221
-1505397.839,1520104.236
-1618646.469,1267080.27
-1919622.558,1282384.139
-1516620.676,1490516.756
-1884933.789,1904741.476
-1664558.076,1525205.526
-1896156.626,1282384.139
-1539066.35,1264019.496
-1955331.586,1326255.23
-1402351.788,1382369.416
-1809434.702,1319113.424
-1589058.989,1937389.73
-1773725.674,1827201.873
-1895136.368,1508881.399
-1999202.677,1508881.399
-1819637.281,1820060.068
-1732915.357,1683345.505
-1377865.597,1380328.9
-1796171.349,1369106.063
-1952270.812,1418078.443
-1537025.835,1251776.401
-1641092.143,2078185.324
-1541106.866,2152664.153
-1941047.975,1319113.424
-1735976.131,1303809.555
-1914521.269,1330336.261
-1466628.037,1356862.968
-1756381.289,1336457.809
-1677821.429,1392571.995
-1621707.243,1505820.625
-1856366.567,1782310.524
-2043073.768,1440524.118
-1473769.843,1380328.9
-1666598.592,1303809.555
-1795151.091,1358903.483
-1832900.634,1364004.773
-1416635.399,1382369.416
-1731895.099,1901680.702
-1661497.302,1962896.178
-1393169.466,1428281.023
-1589058.989,1288505.686
-1903298.431,1352781.936
-1769644.642,1428281.023
-1774745.932,1631312.351
-1748219.226,1339518.583
-1992060.871,1469091.34
-1483972.422,1453787.471
-1624768.016,2141441.316
-1681902.461,1936369.472
-1687003.75,1389511.221
-1455405.2,1290546.202
-1676801.171,1285444.912
-1526823.255,2467923.853
-1959412.617,1804756.199
-2012466.03,1400734.059
-1815556.249,1324214.714
-1602322.342,1297688.008
-1595180.537,1846586.774
-1901257.915,1267080.27
-1538046.092,1873113.48
-1898197.142,1474192.629
-1567633.572,1467050.824
-1908399.721,1943511.277
-1394189.724,1486435.725
-2018587.577,1449706.439
-1603342.6,1361964.257
-1893095.852,1655798.541
-1934926.427,1378288.384
-1664558.076,1570096.875
-1406432.82,1316052.65
-1846163.987,1472152.114
-1480911.648,1518063.72
-1783928.254,1326255.23
-1565593.057,1421139.217
-1948189.78,1361964.257
-1568653.83,1310951.361
-2048175.057,1642535.188
-1702307.619,1374207.352
-1505397.839,1840465.226
-1557430.993,1311971.619
-1829839.86,1441544.376
-1860447.598,1391551.737
-1893095.852,1356862.968
-1628849.048,1733338.144
-1974716.486,1449706.439
-1804333.412,1983301.336
-1348278.118,1291566.46
-1980838.034,1346660.388
-1801272.638,1952693.599
-1720672.262,1373187.094
-1972675.971,1496638.304
-1429898.752,1599684.355
-2086944.859,2015949.59
-1658436.528,1591522.291
-1806373.928,1590502.033
-1516620.676,1437463.344
-1570694.346,1333397.035
-1878812.241,1515002.947
-1588038.731,1343599.614
-1526823.255,1241573.821
-1767604.127,1317072.908
-1574775.378,2027172.427
-1937987.201,1344619.872
-1684963.234,1349721.162
-1865548.888,1466030.566
-1692105.04,1301769.039
-1839022.182,1412977.154
-1652314.981,1745581.239
-1800252.38,1500719.336
-1947169.522,1361964.257
-1937987.201,1934328.956
-1585998.215,1364004.773
-1942068.233,1322174.198
-1999202.677,1465010.308
-1717611.488,1300748.781
-1993081.129,1626211.061
-1431939.268,1499699.078
-1845143.729,1357883.225
-1669659.365,1346660.388
-1867589.404,2072063.776
-1396230.24,1390531.479
-1633950.338,1931268.182
-1982878.55,1520104.236
-1814535.991,1934328.956
-1497235.775,1386450.447
-1956351.844,2025131.912
-1635990.854,1390531.479
-1444182.363,1569076.617
-1806373.928,1429301.281
-1608443.89,1536428.363
-1924723.848,1295647.492
-1885954.046,2324067.485
-1883913.531,1411956.896
-1530904.287,1508881.399
-1765563.611,2397526.056
-1798211.865,1440524.118
-1627828.79,1940450.503
-1997162.161,1462969.792
-1572734.862,1432362.054
-1482952.164,1383389.674
-1530904.287,1401754.316
-1449283.653,1355842.71
-1898197.142,1297688.008
-1667618.85,1311971.619
-1748219.226,1502759.851
-1439081.073,1443584.892
-1658436.528,1533367.589
-1887994.562,1426240.507
-1643132.659,1338498.325
-1744138.194,1418078.443
-1412554.367,1550711.974
-1645173.175,1289525.944
-1494175.001,1434402.57
-1754340.774,2106752.546
-1971655.713,1423179.733
-1426837.978,1239533.306
-1400311.272,1392571.995
-1984919.066,1794553.619
-1544167.64,1394612.511
-1604362.858,1777209.235
-1768624.385,1960855.662
-1962473.391,2213879.629
-1707408.909,1324214.714
-1760462.321,1309931.103
-1770664.9,1588461.518
-1791070.059,1892498.381
-1742097.678,1348700.904
-1742097.678,1439503.86
-1776786.448,1846586.774
-1727814.067,1440524.118
-1363581.986,1305850.071
-1405412.562,1252796.659
-1359500.955,1231371.242
-1638031.37,1409916.38
-1692105.04,2205717.565
-2034911.704,1456848.245
-1791070.059,1457868.503
-1865548.888,1657839.057
-1668639.107,1378288.384
-1969615.197,1432362.054
-1417655.657,1466030.566
-1597221.052,1560914.553
-1934926.427,1377268.126
-1648233.949,1411956.896
-1942068.233,1368085.805
-1460506.49,1465010.308
-1569674.088,1329316.003
-1560491.767,1519083.978
-1519681.45,1355842.71
-2003283.708,1401754.316
-1739036.905,1819039.81
-1471729.327,2012888.816
-1941047.975,1376247.868
-2015526.804,1425220.249
-1995121.645,1508881.399
-1952270.812,1350741.42
-1657416.27,1341559.099
-1477850.875,1339518.583
-1627828.79,1358903.483
-1416635.399,1471131.856
-1397250.498,1301769.039
-1820657.539,1457868.503
-1759442.063,1343599.614
-1508458.612,1521124.494
-1498256.033,1378288.384
-2006344.482,1375227.61
-1760462.321,2185312.406
-1616605.953,2026152.169
-1669659.365,1865971.674
-1694145.556,2037375.007
-1893095.852,1323194.456
-1966554.423,1378288.384
-1508458.612,1445625.407
-1904318.689,1373187.094
-1595180.537,1627231.319
-1760462.321,1376247.868
-1711489.94,1906781.992
-1953291.07,2379161.413
-1688024.008,1458888.761
-1911460.495,1380328.9
-1732915.357,1467050.824
-1453364.684,1367065.547
-1590079.247,1524185.268
-1769644.642,1302789.297
-1572734.862,1476233.145
-1840042.44,1442564.634
-1810454.96,1333397.035
-1926764.364,1291566.46
-1557430.993,1346660.388
-1640071.885,1502759.851
-1818617.023,1409916.38
-1533965.061,1986362.11
-1559471.509,1399713.801
-1581917.183,1927187.15
-1703327.877,1327275.488
-1863508.372,1409916.38
-1529884.029,1270141.044
-1582937.441,2054719.391
-1679861.945,1897599.67
-1923703.59,1475212.887
-1727814.067,1384409.932
-1648233.949,1461949.534
-1450303.91,1511942.173
-1825758.829,1470111.598
-1463567.264,1237492.79
-1519681.45,2303662.326
-1749239.484,1367065.547
-1700267.103,2067982.745
-1833920.892,2081246.098
-1631909.822,1442564.634
-1428878.494,1300748.781
-1935946.685,1338498.325
-1766583.869,1371146.579
-1712510.198,1827201.873
-1900237.658,1420118.959
-1360521.213,1259938.464
-2019607.835,1511942.173
-1505397.839,1972078.499
-1889014.82,1427260.765
-1786989.027,1431341.796
-1840042.44,1488476.24
-1573755.12,1273201.817
-1757401.547,1310951.361
-1500296.549,2047577.586
-1751280,1750682.528
-1487033.196,1241573.821
-2016547.061,1375227.61
-1734955.873,1882295.801
-1905338.947,1336457.809
-1857386.824,1707831.695
-1727814.067,1352781.936
-1557430.993,2025131.912
-1356440.181,1202804.02
-1627828.79,1270141.044
-1609464.148,1431341.796
-1659456.786,1322174.198
-1608443.89,1275242.333
-1958392.359,1397673.285
-1738016.647,1324214.714
-1556410.735,1368085.805
-2109390.533,2759717.621
-1793110.575,1366045.289
-1925744.106,1359923.741
-1609464.148,1299728.523
-1475810.359,2107772.804
-1561512.025,1479293.919
-1894116.11,1333397.035
-1754340.774,1303809.555
-1981858.292,1447665.923
-1823718.313,1371146.579
-1715570.972,1562955.069
-1797191.607,1419098.701
-1732915.357,1439503.86
-1476830.617,1273201.817
-1947169.522,1325234.972
-1623747.759,1954734.114
-1912480.753,1338498.325
-1939007.459,1292586.718
-1816576.507,1345640.13
-1722712.778,1367065.547
-1627828.79,1540509.395
-1860447.598,1430321.538
-1563552.541,1277282.849
-2032871.188,1678244.215
-1758421.805,1361964.257
-1792090.317,1352781.936
-1674760.655,1373187.094
-1694145.556,1465010.308
-2067559.958,2077165.066
-1503357.323,2047577.586
-1624768.016,1438483.602
-1910440.237,1342579.357
-2010425.514,1382369.416
-1416635.399,1255857.432
-1603342.6,1457868.503
-1469688.811,1450726.697
-2010425.514,1423179.733
-1437040.557,1239533.306
-1754340.774,1609886.934
-1468668.553,1249735.885
-1808414.444,1407875.864
-1677821.429,1281363.881
-1804333.412,1555813.264
-1854326.051,1403794.832
-1730874.841,1312991.877
-1840042.44,1632332.609
-1481931.906,1647636.478
-1473769.843,1953713.856
-1657416.27,1408896.122
-1801272.638,1317072.908
-1712510.198,1394612.511
-1955331.586,1320133.682
-1463567.264,1260958.722
-1997162.161,1388490.963
-1752300.258,1370126.321
-1631909.822,1354822.452
-1574775.378,2038395.265
-1694145.556,1526225.784
-1694145.556,1990443.142
-2031850.93,1449706.439
-1666598.592,1554793.006
-1717611.488,1493577.53
-1903298.431,1366045.289
-1624768.016,1269120.786
-2081843.569,1953713.856
-1803313.154,1825161.357
-1477850.875,1601724.871
-1858407.082,1429301.281
-1605383.116,1463990.05
-1471729.327,1372166.836
-1751280,1366045.289
-1835961.408,1454807.729
-1573755.12,1329316.003
-1694145.556,1393592.253
-2119593.112,1554793.006
-1771685.158,1443584.892
-1879832.499,1292586.718
-2003283.708,1421139.217
-1519681.45,1273201.817
-1631909.822,1369106.063
-1597221.052,1291566.46
-1465607.779,1604785.644
-1812495.476,1570096.875
-1389088.435,1309931.103
-1531924.545,1391551.737
-1723733.036,1635393.382
-1687003.75,1831282.905
-1797191.607,1486435.725
-1487033.196,1306870.329
-1911460.495,1279323.365
-1714550.714,1949632.825
-1621707.243,1406855.606
-1961453.133,1316052.65
-1706388.651,1369106.063
-1585998.215,1721095.048
-1517640.934,1478273.661
-1771685.158,1905761.734
-1744138.194,2400586.83
-1596200.794,1295647.492
-1729854.583,1399713.801
-1907379.463,1305850.071
-1528863.771,1412977.154
-1427858.236,1331356.519
-1955331.586,1446645.665
-1998182.419,1412977.154
-1782907.996,1334417.293
-1803313.154,1349721.162
-1626808.532,1769047.171
-1913501.011,1314012.134
-1802292.896,1329316.003
-1969615.197,1391551.737
-1731895.099,1359923.741
-1509478.87,1617028.74
-1730874.841,1315032.392
-1759442.063,1971058.241
-1511519.386,1713953.243
-1749239.484,1443584.892
-1526823.255,1490516.756
-1548248.672,1534387.847
-1760462.321,1380328.9
-1441121.589,1418078.443
-1978797.518,1410936.638
-1588038.731,1372166.836
-1915541.526,1318093.166
-1832900.634,1371146.579
-1677821.429,1440524.118
-1585998.215,1930247.924
-1990020.355,1494597.788
-1761482.579,1321153.94
-1798211.865,1420118.959
-1593140.021,1748642.013
-1774745.932,1605805.902
-1467648.295,1282384.139
-1681902.461,1743540.723
-1962473.391,1533367.589
-1687003.75,1345640.13
-1569674.088,1481334.435
-1892075.594,1412977.154
-1566613.314,1377268.126
-1607423.632,1361964.257
-1601302.084,1835363.937
-1861467.856,1391551.737
-1430919.01,1368085.805
-1608443.89,1267080.27
-2040012.994,1481334.435
-1418675.915,1456848.245
-1483972.422,1237492.79
-1515600.418,1271161.301
-1702307.619,2063901.713
-1652314.981,1356862.968
-1768624.385,2295500.263
-1453364.684,2233264.529
-1820657.539,1508881.399
-1599261.568,1322174.198
-1544167.64,1267080.27
-1844123.471,1596623.581
-1773725.674,1342579.357
-1522742.223,1494597.788
-1800252.38,1533367.589
-1388068.177,1216067.373
-1916561.784,1475212.887
-1959412.617,1395632.769
-1476830.617,1228310.468
-1711489.94,2214899.886
-1483972.422,1500719.336
-1498256.033,1411956.896
-1682922.718,1315032.392
-1910440.237,1474192.629
-1911460.495,1366045.289
-1797191.607,1374207.352
-1592119.763,1796594.135
-1786989.027,1540509.395
-1676801.171,1505820.625
-1572734.862,1253816.917
-1973696.228,1451746.955
-1679861.945,1435422.828
-1874731.209,1408896.122
-1719652.004,1379308.642
-1756381.289,1347680.646
-2002263.45,2123076.673
-1727814.067,2043496.554
-1953291.07,1339518.583
-1933906.169,1297688.008
-1745158.452,1320133.682
-1634970.596,1294627.234
-1659456.786,1323194.456
-1576815.894,1285444.912
-1715570.972,1423179.733
-1840042.44,2000645.721
-1676801.171,1436443.086
-1965534.165,1557853.78
-2008384.998,1662940.346
-1911460.495,1561934.811
-2045114.284,1458888.761
-1631909.822,1865971.674
-1883913.531,2298561.037
-1692105.04,1397673.285
-1355419.923,1262999.238
-1458465.974,1234432.016
-1368683.276,1287485.428
-1574775.378,2191433.954
-1709449.425,1301769.039
-1721692.52,1696608.858
-1808414.444,1343599.614
-1911460.495,1298708.266
-1510499.128,1637433.898
-1924723.848,1282384.139
-1773725.674,1785371.298
-2008384.998,1410936.638
-1508458.612,1688446.795
-1953291.07,1348700.904
-1891055.336,1475212.887
-1943088.491,1371146.579
-1702307.619,1493577.53
-1982878.55,1823120.841
-1836981.666,1433382.312
-1719652.004,1507861.141
-1593140.021,1977179.789
-1648233.949,1283404.397
-1935946.685,1373187.094
-1855346.309,1390531.479
-1945129.006,1403794.832
-1831880.376,2149603.379
-1763523.095,1479293.919
-1561512.025,1319113.424
-2032871.188,1536428.363
-1426837.978,2136340.026
-1696186.072,1419098.701
-1513559.902,1427260.765
-1996141.903,1391551.737
-1728834.325,1404815.09
-1483972.422,1289525.944
-1380926.371,1248715.627
-1380926.371,1413997.412
-1935946.685,1534387.847
-1898197.142,1356862.968
-1771685.158,1375227.61
-1934926.427,1541529.653
-1921663.074,1281363.881
-1978797.518,1378288.384
-1971655.713,1488476.24
-1673740.397,1318093.166
-1897176.884,1320133.682
-1967574.681,1430321.538
-1632930.08,1271161.301
-1496215.517,1693548.084
-1625788.274,1579279.196
-1357460.439,1203824.278
-1520701.708,2016969.848
-1638031.37,1567036.101
-1655375.754,1640494.672
-1676801.171,1280343.623
-1762502.837,1973098.757
-1865548.888,1400734.059
-1646193.433,1390531.479
-1967574.681,1439503.86
-1593140.021,1308910.845
-1786989.027,1373187.094
-1569674.088,1304829.813
-1509478.87,1257897.948
-1809434.702,1442564.634
-1700267.103,1324214.714
-1889014.82,2009828.043
-1708429.167,1928207.408
-1965534.165,1404815.09
-1717611.488,1457868.503
-1935946.685,1355842.71
-1649254.207,1424199.991
-1442141.847,1343599.614
-1893095.852,1270141.044
-2030830.673,1547651.2
-1771685.158,1447665.923
-1894116.11,1295647.492
-1894116.11,1756804.076
-1907379.463,1322174.198
-1482952.164,2075124.55
-1444182.363,1353802.194
-1642112.401,1958815.146
-1740057.163,1789452.33
-1730874.841,1562955.069
-1708429.167,1431341.796
-1969615.197,1327275.488
-1462547.006,2199596.018
-1503357.323,1255857.432
-1841062.698,1493577.53
-1635990.854,1284424.655
-1666598.592,1411956.896
-1525802.997,1242594.079
-1899217.4,1622130.029
-1756381.289,2025131.912
-1598241.31,1530306.816
-1911460.495,1523165.01
-1565593.057,1583360.228
-2007364.74,1381349.158
-1558451.251,1391551.737
-1483972.422,1315032.392
-1544167.64,1258918.206
-1506418.097,1262999.238
-1951250.554,1383389.674
-1969615.197,1460929.276
-1907379.463,1287485.428
-1747198.968,2030233.201
-1648233.949,1416037.927
-1623747.759,1430321.538
-1933906.169,1618048.998
-1906359.205,1280343.623
-1662517.56,1280343.623
-1759442.063,1362984.515
-1413574.625,1339518.583
-1584977.957,1358903.483
-1818617.023,1479293.919
-2041033.252,1490516.756
-1847184.245,1480314.177
-1634970.596,1368085.805
-1902278.173,1358903.483
-1364602.244,1402774.574
-1518661.192,1378288.384
-1736996.389,1969017.725
-1488053.454,1262999.238
-1981858.292,1604785.644
-1975736.744,1327275.488
-1901257.915,1445625.407
-1892075.594,1423179.733
-1844123.471,1909842.765
-1467648.295,1260958.722
-1836981.666,1446645.665
-1775766.19,1501739.594
-1903298.431,1422159.475
-1518661.192,1361964.257
-1960432.875,1598664.097
-1576815.894,1303809.555
-1733935.615,1337478.067
-1619666.727,1612947.708
-1886974.304,1605805.902
-1962473.391,1330336.261
-1437040.557,2117975.383
-1980838.034,2226122.724
-1500296.549,1326255.23
-1549268.93,1571117.133
-2005324.224,2187352.922
-1694145.556,1923106.119
-1400311.272,1215047.115
-1750259.742,1536428.363
-1967574.681,1324214.714
